,maxIter,seed,elapsed,rank,map_val,trial
0,10,69,0:12:58.035119,10,0.08993301627044326,11
1,10,69,0:18:01.599043,20,0.10091204552261097,21
2,10,69,0:26:24.011091,30,0.10810727895940926,31
3,10,69,0:43:47.679752,40,0.11507368454919253,41
4,10,69,0:55:03.763422,50,0.12051337855220745,51
5,10,69,2:45:25.576188,60,0.11966398607673849,61
6,10,69,3:34:01.375763,70,0.12451986650468397,71
