,maxIter,seed,elapsed,rank,map_val,alpha,reg_param
0,10,69,0:05:20.662913,1,0.0005515663348160552,40,150
1,10,69,0:05:18.051378,2,0.0005887680628240352,40,150
2,10,69,0:05:04.488956,3,0.0005733059532352793,40,150
3,10,69,0:05:02.658839,4,0.0005892037627581124,40,150
